LAST SEEN   TYPE      REASON                 OBJECT                                           MESSAGE
15m         Normal    Pulled                 pod/cart-6cbfb749cf-npfkp                        Successfully pulled image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f" in 2.917s (2.917s including waiting). Image size: 50820594 bytes.
15m         Normal    Pulling                pod/cart-6cbfb749cf-mfk44                        Pulling image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f"
15m         Normal    Started                pod/otel-collector-agent-2qtfd                   Container started
15m         Normal    Created                pod/otel-collector-agent-2qtfd                   Container created
15m         Normal    Pulled                 pod/otel-collector-agent-2qtfd                   Successfully pulled image "otel/opentelemetry-collector-contrib:0.151.0" in 6.606s (6.606s including waiting). Image size: 88803327 bytes.
15m         Normal    Created                pod/otel-collector-agent-4slsx                   Container created
15m         Normal    Pulled                 pod/otel-collector-agent-4slsx                   Successfully pulled image "otel/opentelemetry-collector-contrib:0.151.0" in 4.537s (4.537s including waiting). Image size: 88803327 bytes.
15m         Normal    Started                pod/cart-6cbfb749cf-npfkp                        Container started
15m         Normal    Pulled                 pod/otel-collector-agent-vpwm5                   Successfully pulled image "otel/opentelemetry-collector-contrib:0.151.0" in 6.645s (6.645s including waiting). Image size: 88803327 bytes.
15m         Normal    Created                pod/otel-collector-agent-vpwm5                   Container created
15m         Normal    Started                pod/otel-collector-agent-vpwm5                   Container started
15m         Normal    Created                pod/cart-6cbfb749cf-npfkp                        Container created
15m         Normal    Started                pod/otel-collector-agent-4slsx                   Container started
15m         Normal    Pulled                 pod/cart-6cbfb749cf-mfk44                        Successfully pulled image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f" in 2.416s (2.416s including waiting). Image size: 50820594 bytes.
15m         Normal    Created                pod/cart-6cbfb749cf-mfk44                        Container created
15m         Normal    Started                pod/cart-6cbfb749cf-mfk44                        Container started
15m         Normal    Scheduled              pod/otel-collector-agent-zccmp                   Successfully assigned techx-corp-prod/otel-collector-agent-zccmp to ip-10-0-17-84.ec2.internal
15m         Normal    Scheduled              pod/cart-6cbfb749cf-7xl4m                        Successfully assigned techx-corp-prod/cart-6cbfb749cf-7xl4m to ip-10-0-17-84.ec2.internal
15m         Normal    Pulling                pod/cart-6cbfb749cf-7xl4m                        Pulling image "busybox:1.37.0"
15m         Normal    Pulling                pod/otel-collector-agent-zccmp                   Pulling image "otel/opentelemetry-collector-contrib:0.151.0"
15m         Normal    Started                pod/cart-6cbfb749cf-7xl4m                        Container started
15m         Normal    Pulled                 pod/cart-6cbfb749cf-7xl4m                        Successfully pulled image "busybox:1.37.0" in 534ms (534ms including waiting). Image size: 1911349 bytes.
15m         Normal    TaintManagerEviction   pod/cart-6cbfb749cf-7xl4m                        Cancelling deletion of Pod techx-corp-prod/cart-6cbfb749cf-7xl4m
15m         Normal    Created                pod/cart-6cbfb749cf-7xl4m                        Container created
15m         Warning   Unhealthy              pod/cart-6cbfb749cf-npfkp                        Readiness probe failed: timeout: failed to connect service "10.0.40.128:8080" within 3s: context deadline exceeded
15m         Warning   Unhealthy              pod/cart-6cbfb749cf-mfk44                        Readiness probe failed: timeout: failed to connect service "10.0.34.128:8080" within 3s: context deadline exceeded
15m         Warning   Unhealthy              pod/cart-6cbfb749cf-npfkp                        Liveness probe failed: dial tcp 10.0.40.128:8080: connect: connection refused
15m         Warning   Unhealthy              pod/cart-6cbfb749cf-npfkp                        Readiness probe failed: timeout: health rpc did not complete within 3s
15m         Normal    Pulling                pod/cart-6cbfb749cf-7xl4m                        Pulling image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f"
15m         Warning   FailedScheduling       pod/cart-6cbfb749cf-dwcvr                        0/13 nodes are available: 1 node(s) didn't satisfy existing pods anti-affinity rules, 10 node(s) didn't match pod topology spread constraints, 2 node(s) didn't match Pod's node affinity/selector. no new claims to deallocate, preemption: 0/13 nodes are available: 11 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
15m         Normal    Started                pod/otel-collector-agent-zccmp                   Container started
15m         Normal    Pulled                 pod/otel-collector-agent-zccmp                   Successfully pulled image "otel/opentelemetry-collector-contrib:0.151.0" in 6.451s (6.451s including waiting). Image size: 88803327 bytes.
15m         Normal    Pulled                 pod/cart-6cbfb749cf-7xl4m                        Successfully pulled image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f" in 2.741s (2.741s including waiting). Image size: 50820594 bytes.
15m         Normal    Created                pod/otel-collector-agent-zccmp                   Container created
15m         Normal    Created                pod/cart-6cbfb749cf-7xl4m                        Container created
15m         Normal    Started                pod/cart-6cbfb749cf-7xl4m                        Container started
15m         Warning   FailedScheduling       pod/cart-6cbfb749cf-dwcvr                        0/14 nodes are available: 1 node(s) didn't satisfy existing pods anti-affinity rules, 1 node(s) had untolerated taint(s), 10 node(s) didn't match pod topology spread constraints, 2 node(s) didn't match Pod's node affinity/selector. no new claims to deallocate, preemption: 0/14 nodes are available: 11 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
15m         Warning   FailedScheduling       pod/cart-6cbfb749cf-dwcvr                        0/15 nodes are available: 1 node(s) didn't satisfy existing pods anti-affinity rules, 10 node(s) didn't match pod topology spread constraints, 2 node(s) didn't match Pod's node affinity/selector, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/15 nodes are available: 11 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
15m         Warning   Unhealthy              pod/cart-6cbfb749cf-7xl4m                        Readiness probe failed: timeout: failed to connect service "10.0.19.176:8080" within 3s: context deadline exceeded
15m         Normal    Started                pod/product-reviews-58686f5fd9-qs6jg             Container started
15m         Normal    Created                pod/product-reviews-58686f5fd9-qs6jg             Container created
15m         Normal    Pulled                 pod/product-reviews-58686f5fd9-qs6jg             Successfully pulled image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/product-reviews:sha-fa6cb8f" in 25.235s (25.235s including waiting). Image size: 732871123 bytes.
15m         Warning   Unhealthy              pod/cart-6cbfb749cf-7xl4m                        Readiness probe failed: timeout: health rpc did not complete within 3s
15m         Normal    Scheduled              pod/cart-6cbfb749cf-dwcvr                        Successfully assigned techx-corp-prod/cart-6cbfb749cf-dwcvr to ip-10-0-38-109.ec2.internal
15m         Normal    Scheduled              pod/otel-collector-agent-lsrlv                   Successfully assigned techx-corp-prod/otel-collector-agent-lsrlv to ip-10-0-38-109.ec2.internal
15m         Normal    Pulled                 pod/cart-6cbfb749cf-dwcvr                        Successfully pulled image "busybox:1.37.0" in 532ms (532ms including waiting). Image size: 1911349 bytes.
15m         Normal    Pulling                pod/otel-collector-agent-lsrlv                   Pulling image "otel/opentelemetry-collector-contrib:0.151.0"
15m         Normal    Pulling                pod/cart-6cbfb749cf-6pg6k                        Pulling image "busybox:1.37.0"
15m         Normal    Scheduled              pod/cart-6cbfb749cf-6pg6k                        Successfully assigned techx-corp-prod/cart-6cbfb749cf-6pg6k to ip-10-0-26-197.ec2.internal
15m         Normal    Scheduled              pod/otel-collector-agent-97kvz                   Successfully assigned techx-corp-prod/otel-collector-agent-97kvz to ip-10-0-26-197.ec2.internal
15m         Normal    Started                pod/cart-6cbfb749cf-dwcvr                        Container started
15m         Normal    Created                pod/cart-6cbfb749cf-dwcvr                        Container created
15m         Normal    Pulling                pod/cart-6cbfb749cf-dwcvr                        Pulling image "busybox:1.37.0"
15m         Normal    Created                pod/cart-6cbfb749cf-6pg6k                        Container created
15m         Normal    Started                pod/cart-6cbfb749cf-6pg6k                        Container started
15m         Normal    Pulled                 pod/cart-6cbfb749cf-6pg6k                        Successfully pulled image "busybox:1.37.0" in 606ms (606ms including waiting). Image size: 1911349 bytes.
15m         Normal    Pulling                pod/otel-collector-agent-97kvz                   Pulling image "otel/opentelemetry-collector-contrib:0.151.0"
15m         Normal    Pulling                pod/cart-6cbfb749cf-dwcvr                        Pulling image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f"
15m         Normal    Scheduled              pod/otel-collector-agent-4c4s8                   Successfully assigned techx-corp-prod/otel-collector-agent-4c4s8 to ip-10-0-17-52.ec2.internal
15m         Normal    TaintManagerEviction   pod/cart-6cbfb749cf-6pg6k                        Cancelling deletion of Pod techx-corp-prod/cart-6cbfb749cf-6pg6k
15m         Normal    TaintManagerEviction   pod/cart-6cbfb749cf-dwcvr                        Cancelling deletion of Pod techx-corp-prod/cart-6cbfb749cf-dwcvr
15m         Normal    Pulling                pod/otel-collector-agent-4c4s8                   Pulling image "otel/opentelemetry-collector-contrib:0.151.0"
15m         Normal    Pulling                pod/cart-6cbfb749cf-6pg6k                        Pulling image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f"
15m         Normal    Pulled                 pod/cart-6cbfb749cf-dwcvr                        Successfully pulled image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f" in 2.599s (2.599s including waiting). Image size: 50820594 bytes.
15m         Normal    Created                pod/cart-6cbfb749cf-dwcvr                        Container created
15m         Normal    Started                pod/cart-6cbfb749cf-dwcvr                        Container started
15m         Normal    Pulled                 pod/otel-collector-agent-lsrlv                   Successfully pulled image "otel/opentelemetry-collector-contrib:0.151.0" in 5.092s (5.092s including waiting). Image size: 88803327 bytes.
15m         Normal    Created                pod/otel-collector-agent-lsrlv                   Container created
15m         Normal    Started                pod/otel-collector-agent-lsrlv                   Container started
15m         Normal    Started                pod/otel-collector-agent-4c4s8                   Container started
15m         Normal    Created                pod/otel-collector-agent-4c4s8                   Container created
15m         Normal    Pulled                 pod/otel-collector-agent-4c4s8                   Successfully pulled image "otel/opentelemetry-collector-contrib:0.151.0" in 4.696s (4.696s including waiting). Image size: 88803327 bytes.
15m         Warning   Unhealthy              pod/cart-6cbfb749cf-dwcvr                        Readiness probe failed: timeout: failed to connect service "10.0.44.80:8080" within 3s: context deadline exceeded
15m         Normal    Started                pod/cart-6cbfb749cf-6pg6k                        Container started
15m         Normal    Created                pod/cart-6cbfb749cf-6pg6k                        Container created
15m         Normal    Pulled                 pod/cart-6cbfb749cf-6pg6k                        Successfully pulled image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f" in 2.791s (2.791s including waiting). Image size: 50820594 bytes.
15m         Normal    Started                pod/otel-collector-agent-97kvz                   Container started
15m         Normal    Created                pod/otel-collector-agent-97kvz                   Container created
15m         Normal    Pulled                 pod/otel-collector-agent-97kvz                   Successfully pulled image "otel/opentelemetry-collector-contrib:0.151.0" in 6.75s (6.75s including waiting). Image size: 88803327 bytes.
15m         Warning   Unhealthy              pod/cart-6cbfb749cf-6pg6k                        Readiness probe failed: timeout: failed to connect service "10.0.19.128:8080" within 3s: context deadline exceeded
15m         Warning   Unhealthy              pod/product-reviews-58686f5fd9-qs6jg             Startup probe failed: timeout: failed to connect service "10.0.35.81:3551" within 5s: context deadline exceeded
15m         Warning   Unhealthy              pod/cart-6cbfb749cf-6pg6k                        Readiness probe failed: timeout: health rpc did not complete within 3s
14m         Normal    Evicted                pod/checkout-5f59884d8-2wqb9                     Evicted pod: Underutilized
14m         Normal    Pulling                pod/checkout-5f59884d8-rnb5m                     Pulling image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/checkout:sha-fa6cb8f"
14m         Normal    Pulling                pod/cart-6cbfb749cf-zw6b8                        Pulling image "busybox:1.37.0"
14m         Normal    Scheduled              pod/cart-6cbfb749cf-zw6b8                        Successfully assigned techx-corp-prod/cart-6cbfb749cf-zw6b8 to ip-10-0-17-52.ec2.internal
14m         Normal    Evicted                pod/cart-6cbfb749cf-ncznm                        Evicted pod: Underutilized
14m         Normal    Killing                pod/cart-6cbfb749cf-ncznm                        Stopping container cart
14m         Normal    Nominated              pod/checkout-5f59884d8-2wqb9                     Pod should schedule on: nodeclaim/stateless-spot-5lbqh, node/ip-10-0-17-52.ec2.internal
14m         Normal    Killing                pod/checkout-5f59884d8-2wqb9                     Stopping container checkout
14m         Normal    Scheduled              pod/frontend-75c8585d46-czn5b                    Successfully assigned techx-corp-prod/frontend-75c8585d46-czn5b to ip-10-0-24-165.ec2.internal
14m         Normal    Nominated              pod/cart-6cbfb749cf-ncznm                        Pod should schedule on: nodeclaim/stateless-spot-5lbqh, node/ip-10-0-17-52.ec2.internal
14m         Normal    Scheduled              pod/checkout-5f59884d8-rnb5m                     Successfully assigned techx-corp-prod/checkout-5f59884d8-rnb5m to ip-10-0-17-84.ec2.internal
14m         Normal    SuccessfulCreate       replicaset/frontend-75c8585d46                   Created pod: frontend-75c8585d46-czn5b
14m         Normal    SuccessfulCreate       replicaset/checkout-5f59884d8                    Created pod: checkout-5f59884d8-rnb5m
14m         Normal    Nominated              pod/frontend-75c8585d46-f4jh8                    Pod should schedule on: nodeclaim/stateless-spot-5lbqh, node/ip-10-0-17-52.ec2.internal
14m         Normal    Killing                pod/frontend-75c8585d46-f4jh8                    Stopping container frontend
14m         Normal    Evicted                pod/frontend-75c8585d46-f4jh8                    Evicted pod: Underutilized
14m         Normal    Pulling                pod/frontend-75c8585d46-czn5b                    Pulling image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/frontend:sha-fa6cb8f"
14m         Normal    Started                pod/cart-6cbfb749cf-zw6b8                        Container started
14m         Normal    Created                pod/cart-6cbfb749cf-zw6b8                        Container created
14m         Normal    Pulled                 pod/cart-6cbfb749cf-zw6b8                        Successfully pulled image "busybox:1.37.0" in 691ms (691ms including waiting). Image size: 1911349 bytes.
14m         Normal    Started                pod/checkout-5f59884d8-rnb5m                     Container started
14m         Normal    Created                pod/checkout-5f59884d8-rnb5m                     Container created
14m         Normal    Pulled                 pod/checkout-5f59884d8-rnb5m                     Successfully pulled image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/checkout:sha-fa6cb8f" in 1.223s (1.223s including waiting). Image size: 9514321 bytes.
14m         Normal    Pulling                pod/cart-6cbfb749cf-zw6b8                        Pulling image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f"
14m         Normal    Created                pod/cart-6cbfb749cf-zw6b8                        Container created
14m         Normal    Pulled                 pod/cart-6cbfb749cf-zw6b8                        Successfully pulled image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f" in 1.611s (1.611s including waiting). Image size: 50820594 bytes.
14m         Normal    Started                pod/cart-6cbfb749cf-zw6b8                        Container started
14m         Warning   Unhealthy              pod/cart-6cbfb749cf-zw6b8                        Readiness probe failed: timeout: failed to connect service "10.0.28.226:8080" within 3s: context deadline exceeded
14m         Normal    Pulled                 pod/frontend-75c8585d46-czn5b                    Successfully pulled image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/frontend:sha-fa6cb8f" in 8.735s (8.735s including waiting). Image size: 213499853 bytes.
14m         Normal    Created                pod/frontend-75c8585d46-czn5b                    Container created
14m         Normal    Started                pod/frontend-75c8585d46-czn5b                    Container started
14m         Warning   Unhealthy              pod/frontend-75c8585d46-czn5b                    Readiness probe failed: Get "http://10.0.29.51:8080/": dial tcp 10.0.29.51:8080: connect: connection refused
14m         Warning   Unhealthy              pod/cart-6cbfb749cf-ncznm                        Readiness probe failed: timeout: failed to connect service "10.0.26.164:8080" within 3s: context deadline exceeded
14m         Warning   Unhealthy              pod/frontend-75c8585d46-f4jh8                    Readiness probe failed: Get "http://10.0.26.162:8080/": dial tcp 10.0.26.162:8080: connect: connection refused
14m         Normal    Evicted                pod/otel-collector-agent-qwlh9                   Evicted pod: Underutilized
14m         Normal    Killing                pod/otel-collector-agent-qwlh9                   Stopping container opentelemetry-collector
13m         Normal    Nominated              pod/cart-6cbfb749cf-npfkp                        Pod should schedule on: nodeclaim/stateless-spot-qczh4, node/ip-10-0-46-196.ec2.internal
13m         Normal    Scheduled              pod/otel-collector-agent-gbrl2                   Successfully assigned techx-corp-prod/otel-collector-agent-gbrl2 to ip-10-0-46-196.ec2.internal
13m         Normal    Pulling                pod/otel-collector-agent-gbrl2                   Pulling image "otel/opentelemetry-collector-contrib:0.151.0"
13m         Normal    Scheduled              pod/cart-6cbfb749cf-5mp2t                        Successfully assigned techx-corp-prod/cart-6cbfb749cf-5mp2t to ip-10-0-46-196.ec2.internal
13m         Normal    Evicted                pod/cart-6cbfb749cf-npfkp                        Evicted pod: Underutilized
13m         Normal    Killing                pod/cart-6cbfb749cf-npfkp                        Stopping container cart
13m         Normal    Pulling                pod/cart-6cbfb749cf-5mp2t                        Pulling image "busybox:1.37.0"
13m         Normal    Pulled                 pod/otel-collector-agent-gbrl2                   Successfully pulled image "otel/opentelemetry-collector-contrib:0.151.0" in 4.583s (4.583s including waiting). Image size: 88803327 bytes.
13m         Normal    Started                pod/otel-collector-agent-gbrl2                   Container started
13m         Normal    Created                pod/otel-collector-agent-gbrl2                   Container created
13m         Normal    Pulled                 pod/cart-6cbfb749cf-5mp2t                        Successfully pulled image "busybox:1.37.0" in 1.66s (1.66s including waiting). Image size: 1911349 bytes.
13m         Normal    Started                pod/cart-6cbfb749cf-5mp2t                        Container started
13m         Normal    Created                pod/cart-6cbfb749cf-5mp2t                        Container created
13m         Normal    SuccessfulCreate       cronjob/runtime-hardening-inventory              Created job runtime-hardening-inventory-29742125
13m         Normal    SuccessfulCreate       job/runtime-hardening-inventory-29742125         Created pod: runtime-hardening-inventory-29742125-fdwhw
13m         Normal    Pulled                 pod/runtime-hardening-inventory-29742125-fdwhw   Container image "public.ecr.aws/docker/library/python:3.13.5-alpine3.22" already present on machine and can be accessed by the pod
13m         Normal    Scheduled              pod/runtime-hardening-inventory-29742125-fdwhw   Successfully assigned techx-corp-prod/runtime-hardening-inventory-29742125-fdwhw to ip-10-0-36-4.ec2.internal
13m         Normal    Started                pod/runtime-hardening-inventory-29742125-fdwhw   Container started
13m         Normal    Created                pod/runtime-hardening-inventory-29742125-fdwhw   Container created
13m         Normal    Pulling                pod/cart-6cbfb749cf-5mp2t                        Pulling image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f"
13m         Normal    Created                pod/cart-6cbfb749cf-5mp2t                        Container created
13m         Normal    Pulled                 pod/cart-6cbfb749cf-5mp2t                        Successfully pulled image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f" in 1.675s (1.675s including waiting). Image size: 50820594 bytes.
13m         Normal    Started                pod/cart-6cbfb749cf-5mp2t                        Container started
13m         Warning   Unhealthy              pod/cart-6cbfb749cf-5mp2t                        Readiness probe failed: timeout: failed to connect service "10.0.46.128:8080" within 3s: context deadline exceeded
13m         Normal    Evicted                pod/otel-collector-agent-vpwm5                   Evicted pod: Underutilized
13m         Normal    Killing                pod/otel-collector-agent-vpwm5                   Stopping container opentelemetry-collector
13m         Warning   BackoffLimitExceeded   job/runtime-hardening-inventory-29742125         Job has reached the specified backoff limit
13m         Normal    SuccessfulDelete       cronjob/runtime-hardening-inventory              Deleted job runtime-hardening-inventory-29742110
13m         Normal    SawCompletedJob        cronjob/runtime-hardening-inventory              Saw completed job: runtime-hardening-inventory-29742125, condition: Failed
12m         Normal    Nominated              pod/cart-6cbfb749cf-6pg6k                        Pod should schedule on: nodeclaim/stateless-spot-4wbxg
12m         Normal    Scheduled              pod/otel-collector-agent-mrq2n                   Successfully assigned techx-corp-prod/otel-collector-agent-mrq2n to ip-10-0-17-16.ec2.internal
12m         Normal    Pulling                pod/otel-collector-agent-mrq2n                   Pulling image "otel/opentelemetry-collector-contrib:0.151.0"
12m         Normal    Scheduled              pod/cart-6cbfb749cf-m78fp                        Successfully assigned techx-corp-prod/cart-6cbfb749cf-m78fp to ip-10-0-17-16.ec2.internal
12m         Normal    Killing                pod/cart-6cbfb749cf-6pg6k                        Stopping container cart
12m         Normal    Evicted                pod/cart-6cbfb749cf-6pg6k                        Evicted pod: Underutilized
12m         Normal    Pulling                pod/cart-6cbfb749cf-m78fp                        Pulling image "busybox:1.37.0"
12m         Normal    Pulled                 pod/cart-6cbfb749cf-m78fp                        Successfully pulled image "busybox:1.37.0" in 690ms (690ms including waiting). Image size: 1911349 bytes.
12m         Normal    Created                pod/cart-6cbfb749cf-m78fp                        Container created
12m         Normal    Started                pod/cart-6cbfb749cf-m78fp                        Container started
12m         Normal    Created                pod/otel-collector-agent-mrq2n                   Container created
12m         Normal    Pulled                 pod/otel-collector-agent-mrq2n                   Successfully pulled image "otel/opentelemetry-collector-contrib:0.151.0" in 5.492s (5.492s including waiting). Image size: 88803327 bytes.
12m         Normal    Started                pod/otel-collector-agent-mrq2n                   Container started
12m         Normal    Pulling                pod/cart-6cbfb749cf-m78fp                        Pulling image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f"
12m         Normal    Pulled                 pod/cart-6cbfb749cf-m78fp                        Successfully pulled image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f" in 1.925s (1.925s including waiting). Image size: 50820594 bytes.
12m         Normal    Created                pod/cart-6cbfb749cf-m78fp                        Container created
12m         Normal    Started                pod/cart-6cbfb749cf-m78fp                        Container started
12m         Normal    Killing                pod/otel-collector-agent-97kvz                   Stopping container opentelemetry-collector
12m         Normal    Evicted                pod/otel-collector-agent-97kvz                   Evicted pod: Underutilized
12m         Warning   Unhealthy              pod/cart-6cbfb749cf-m78fp                        Readiness probe failed: timeout: failed to connect service "10.0.28.34:8080" within 3s: context deadline exceeded
12m         Warning   Unhealthy              pod/cart-6cbfb749cf-m78fp                        Readiness probe failed: timeout: health rpc did not complete within 3s
10m         Normal    SuccessfulDelete       replicaset/checkout-5f59884d8                    Deleted pod: checkout-5f59884d8-rnb5m
10m         Normal    ScalingReplicaSet      deployment/checkout                              Scaled down replica set checkout-5f59884d8 from 6 to 5
10m         Normal    SuccessfulRescale      horizontalpodautoscaler/checkout                 New size: 5; reason: All metrics below target
10m         Normal    Killing                pod/checkout-5f59884d8-rnb5m                     Stopping container checkout
10m         Normal    Killing                pod/cart-6cbfb749cf-m78fp                        Stopping container cart
10m         Normal    SuccessfulDelete       replicaset/cart-6cbfb749cf                       Deleted pod: cart-6cbfb749cf-m78fp
10m         Normal    SuccessfulDelete       replicaset/cart-6cbfb749cf                       Deleted pod: cart-6cbfb749cf-5mp2t
10m         Normal    Killing                pod/cart-6cbfb749cf-5mp2t                        Stopping container cart
10m         Normal    SuccessfulDelete       replicaset/cart-6cbfb749cf                       Deleted pod: cart-6cbfb749cf-7xl4m
10m         Normal    Killing                pod/cart-6cbfb749cf-7xl4m                        Stopping container cart
10m         Normal    SuccessfulRescale      horizontalpodautoscaler/cart                     New size: 8; reason: All metrics below target
10m         Normal    ScalingReplicaSet      deployment/cart                                  Scaled down replica set cart-6cbfb749cf from 9 to 8
10m         Normal    Killing                pod/cart-6cbfb749cf-dwcvr                        Stopping container cart
10m         Normal    SuccessfulDelete       replicaset/cart-6cbfb749cf                       Deleted pod: cart-6cbfb749cf-dwcvr
10m         Normal    Killing                pod/cart-6cbfb749cf-mfk44                        Stopping container cart
10m         Normal    Evicted                pod/cart-6cbfb749cf-mfk44                        Evicted pod: Underutilized
10m         Normal    Scheduled              pod/cart-6cbfb749cf-n6j6n                        Successfully assigned techx-corp-prod/cart-6cbfb749cf-n6j6n to ip-10-0-38-109.ec2.internal
10m         Normal    Nominated              pod/cart-6cbfb749cf-mfk44                        Pod should schedule on: nodeclaim/stateless-spot-4wbxg, node/ip-10-0-17-16.ec2.internal
10m         Normal    Pulled                 pod/cart-6cbfb749cf-n6j6n                        Successfully pulled image "busybox:1.37.0" in 131ms (131ms including waiting). Image size: 1911349 bytes.
10m         Normal    Created                pod/cart-6cbfb749cf-n6j6n                        Container created
10m         Normal    Pulling                pod/cart-6cbfb749cf-n6j6n                        Pulling image "busybox:1.37.0"
10m         Normal    Started                pod/cart-6cbfb749cf-n6j6n                        Container started
10m         Normal    Started                pod/cart-6cbfb749cf-n6j6n                        Container started
10m         Normal    Created                pod/cart-6cbfb749cf-n6j6n                        Container created
10m         Normal    Pulled                 pod/cart-6cbfb749cf-n6j6n                        Container image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f" already present on machine and can be accessed by the pod
10m         Warning   Unhealthy              pod/cart-6cbfb749cf-n6j6n                        Readiness probe failed: timeout: failed to connect service "10.0.44.83:8080" within 3s: context deadline exceeded
10m         Normal    Evicted                pod/otel-collector-agent-4slsx                   Evicted pod: Underutilized
10m         Normal    Killing                pod/otel-collector-agent-4slsx                   Stopping container opentelemetry-collector
9m47s       Normal    Nominated              pod/cart-6cbfb749cf-zw6b8                        Pod should schedule on: nodeclaim/stateless-spot-4wbxg, node/ip-10-0-17-16.ec2.internal
9m47s       Normal    Evicted                pod/cart-6cbfb749cf-zw6b8                        Evicted pod: Underutilized
9m47s       Normal    Killing                pod/cart-6cbfb749cf-zw6b8                        Stopping container cart
9m47s       Normal    Scheduled              pod/cart-6cbfb749cf-bzqkw                        Successfully assigned techx-corp-prod/cart-6cbfb749cf-bzqkw to ip-10-0-17-84.ec2.internal
9m46s       Normal    Pulled                 pod/cart-6cbfb749cf-bzqkw                        Successfully pulled image "busybox:1.37.0" in 148ms (148ms including waiting). Image size: 1911349 bytes.
9m46s       Normal    Created                pod/cart-6cbfb749cf-bzqkw                        Container created
9m46s       Normal    Started                pod/cart-6cbfb749cf-bzqkw                        Container started
9m46s       Normal    Pulling                pod/cart-6cbfb749cf-bzqkw                        Pulling image "busybox:1.37.0"
9m45s       Normal    Created                pod/cart-6cbfb749cf-bzqkw                        Container created
9m45s       Normal    Started                pod/cart-6cbfb749cf-bzqkw                        Container started
9m45s       Normal    Pulled                 pod/cart-6cbfb749cf-bzqkw                        Container image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f" already present on machine and can be accessed by the pod
9m36s       Normal    Evicted                pod/otel-collector-agent-4c4s8                   Evicted pod: Underutilized
9m36s       Normal    Killing                pod/otel-collector-agent-4c4s8                   Stopping container opentelemetry-collector
9m11s       Normal    Evicted                pod/otel-collector-agent-gbrl2                   Evicted pod: Empty
9m11s       Normal    Killing                pod/otel-collector-agent-gbrl2                   Stopping container opentelemetry-collector
9m8s        Normal    SuccessfulRescale      horizontalpodautoscaler/cart                     New size: 6; reason: All metrics below target
9m7s        Normal    Killing                pod/cart-6cbfb749cf-bzqkw                        Stopping container cart
9m7s        Normal    Killing                pod/cart-6cbfb749cf-n6j6n                        Stopping container cart
8m45s       Normal    Evicted                pod/otel-collector-agent-mrq2n                   Evicted pod: Empty
8m45s       Normal    Killing                pod/otel-collector-agent-mrq2n                   Stopping container opentelemetry-collector
8m36s       Normal    SuccessfulCreate       job/runtime-hardening-inventory-29742130         Created pod: runtime-hardening-inventory-29742130-5jlk5
8m36s       Normal    Pulled                 pod/runtime-hardening-inventory-29742130-5jlk5   Container image "public.ecr.aws/docker/library/python:3.13.5-alpine3.22" already present on machine and can be accessed by the pod
8m36s       Normal    Scheduled              pod/runtime-hardening-inventory-29742130-5jlk5   Successfully assigned techx-corp-prod/runtime-hardening-inventory-29742130-5jlk5 to ip-10-0-36-4.ec2.internal
8m36s       Normal    SuccessfulCreate       cronjob/runtime-hardening-inventory              Created job runtime-hardening-inventory-29742130
8m35s       Normal    Started                pod/runtime-hardening-inventory-29742130-5jlk5   Container started
